"collections_title","collections_url","collections_tags_media","collections_tags_subject","collections_description"
"Persian Language Rare Materials","https://www.loc.gov/collections/persian-language-rare-materials/about-this-collection/","","","The Library of Congress is home to a noteworthy collection of rare Persian language manuscripts\, lithographic books and early imprints\, as well as printed books\, housed in the African and Middle Eastern Division (AMED) and the Rare Book and Special Collections Division. Most of these Persian manuscripts and lithographic books were procured for the Library in the 1930s by Kirkor Minassian (1874-1944)\, a renowned..."
"PH Filing Series Photographs","https://www.loc.gov/collections/ph-filing-series-photographs/about-this-collection/","Media-Photos","","Covers more than 2\,500 original\, individually cataloged photographic prints and more than 100 portfolios containing sets of prints created between the 1840s and the present. Many of the Library's photographic prints that have a special aesthetic\, technical\, or historic importance are preserved in this series\, which emphasizes access by the photographers's names and the type of photographic process. The Library acquired the prints from..."
"Philip Henry Sheridan Papers","https://www.loc.gov/collections/philip-henry-sheridan-papers/about-this-collection/","","War-AmericanCivilWar","The papers of army officer Philip Henry Sheridan (1831-1888) span the years 1853-1896\, with the bulk of the material originating between 1862 and 1887. They consist of approximately 18\,000 items digitally reproduced from 104 microfilm reels. Relating chiefly to the Civil War\, Reconstruction\, Mexican border disputes\, Indian wars\, and military administration\, the collection includes correspondence\, reports\, orders\, memorabilia\, scrapbooks\, commissions\, financial records\, and speeches...."
"Philippine General Election 2010 Web Archive","https://www.loc.gov/collections/philippine-general-election-2010-web-archive/about-this-collection/","","","Collection Period: March 2010 to May 2010. The Philippines held its first national-level elections during the American period in 1907; the first presidential elections were held in 1935. The primary parties participating in the May 10\, 2010 were Liberal Party\, Partido Demokratiko Pilipino-Lakas ng Bayan (PDP-Laban)\, Lakas-Kampi\, National People’s Coalition (NPC)\, Bangon Pilipinas\, Bagumbayan\, Ang Kapatiran Party\, along with independent. The crowded field of..."
"Phillips/Mathée Collection","https://www.loc.gov/collections/phillips-mathee-collection/about-this-collection/","Media-Photos","","The Phillips/Mathée Collection spans the years 1913-2014\, but only one item is dated later than 1972. The collection is a companion to the Warren G. Harding-Carrie Fulton Phillips Correspondence\, also held by the Manuscript Division. The papers center on Isabelle Phillips Mathée\, daughter of Carrie Fulton Phillips\, the paramour of Warren G. Harding\, and Isabelle's husband\, William Helmuth Mathée. Included are photographs of Isabelle..."
"Photochrom Prints","https://www.loc.gov/collections/photochrom-prints/about-this-collection/","","","Contains almost 6\,000 views of Europe and the Middle East and 500 views of North America. Published primarily from the 1890s to 1910s\, these prints were created by the Photoglob Company in Zürich\, Switzerland\, and the Detroit Publishing Company in Michigan. The richly colored images look like photographs but are actually ink-based photolithographs\, usually 6.5 x 9 inches. Like postcards\, the photochroms feature subjects..."
"Pioneering the Upper Midwest: Books from Michigan\, Minnesota\, and Wisconsin\, ca. 1820-1910","https://www.loc.gov/collections/pioneering-the-upper-midwest/about-this-collection/","","","Portrays the states of Michigan\, Minnesota and Wisconsin from the seventeenth to the early twentieth century through first-person accounts\, biographies\, promotional literature\, local histories\, ethnographic and antiquarian texts\, colonial archival documents\, and other works drawn from the Library of Congress's General Collections and Rare Books and Special Collections Division. The collection's 138 volumes depict the land and its resources; the conflicts between settlers and..."
"Polish Declarations of Admiration and Friendship for the United States\, 1926","https://www.loc.gov/collections/polish-declarations/about-this-collection/","","","Digitization of this collection was made possible by the Polish Library in Washington\, D.C. The Polish Declarations of Admiration and Friendship for the United States are a collection of 111 volumes of signatures and greetings presented in 1926 to President Calvin Coolidge to commemorate the 150th anniversary of U.S. independence and to acknowledge American participation and aid to Poland during World War I. Richly..."
"Popular Graphic Arts","https://www.loc.gov/collections/popular-graphic-arts/about-this-collection/","","","About 15\,000 historical prints (ca. 1700-1900) created to document geographic locations or popular subjects and sometimes used for advertising and educational purposes. Most are by American printmakers (e.g.\, Baillie\, Currier & Ives\, Sachse & Co.)\, but publishers in many other countries are also represented (e.g.\, Antonio Vanegas Arroyo). Subjects vary widely\, from city and harbor views\, street scenes\, and manufacturing plants to genre scenes\,..."
"Posters: Artist Posters","https://www.loc.gov/collections/artists-posters/about-this-collection/","","","The online Artist Posters consist of a small but growing proportion of the more than 85\,000 posters in the Artist Poster filing series. This series highlights the work of poster artists\, both identified and anonymous. It includes posters from the nineteenth century to the present day from the United States and other countries. Background and Scope The online Artist Posters consist of a small..."
